As	Bs	Ctrl	Hyp	Li	Nd	Ns	Oss	Oxs	Sp	Tm	Vic	gene_name
9.084300246354971	9.156083422186754	9.418474508541536	9.155399293839896	9.240899727822994	9.486326828710887	9.022300780988067	9.26462121376107	9.276944689904854	8.74558865542895	9.169846932065614	9.237561245330665	CJJ81176_0027-Campylobacter
10.5566023661607	10.225448931623433	10.324579754163834	10.486053002597467	10.7328849384976	10.196373652861466	10.836064443033534	10.597966514847567	10.703871963368734	11.1055364609545	10.362520853669366	10.348765314244567	CJJ81176_0028-Campylobacter
11.909456363620734	11.598017544427934	11.753953542435568	11.814527378303968	11.701443194611633	11.570597495519067	11.8712883526172	11.8148459727784	11.465528700086233	12.125330277924633	11.763317282930467	11.7271818342776	CJJ81176_0029-Campylobacter
8.224308334179113	8.319726338900017	8.25201935917608	8.270472046972326	8.117862339769943	8.265526117777746	8.34665246082719	8.352218377810733	8.314854633823666	8.24463983902244	8.40357272316523	8.19548685456378	CJJ81176_0030-Campylobacter
9.685561762310853	9.256749951687036	9.759999188788964	9.57671919280142	10.042695882828834	9.90646813706271	9.789947414565193	9.74821587975009	9.463135370820133	9.873445996206767	9.272393508042553	9.411301176127196	CJJ81176_0031-Campylobacter
9.462187683737843	9.432525072534194	9.321635813998023	9.57705976132148	9.39468173332653	9.584642865605806	9.491470372754607	9.360489774336923	9.50793396042856	9.579971301418256	9.609206637626613	9.520278060772156	CJJ81176_0032-Campylobacter
11.7696936552311	11.339796198894433	11.940079301391034	11.5748290883503	12.219884055896634	10.8572165198156	12.1523102471207	11.698041756899068	11.811063716051333	11.545341268418934	11.641298585491366	11.4924559117885	CJJ81176_0033-Campylobacter
10.361810407578867	10.080114786796427	10.279938474416266	10.117957261753766	10.2804837003762	9.971331586928816	10.381693996243333	10.049254321623566	10.977580158181533	10.377470216936567	10.398737694192734	10.176995436385466	CJJ81176_0034-Campylobacter
9.861695892084008	9.810996359852087	9.71823514954944	9.67643424273944	9.647830028881103	9.49986174772555	9.864332821605583	9.72822297675075	10.302628585164234	9.982069630806464	9.733455938039867	9.55073628042196	CJJ81176_0035-Campylobacter
8.836572851081433	9.591686127024966	8.889444580667474	9.107828338094677	8.499007486660224	9.004280199891824	8.61278150870843	8.92604066900559	9.433991602614627	8.702599970314553	9.425948418496336	9.320162255462224	CJJ81176_0036-Campylobacter
9.208245853551047	8.69589874280758	9.30735382544089	8.792804971833533	9.5372783471126	8.945232244026464	9.28359673295155	8.903751019526357	9.76743869198887	8.467993887378704	8.540003888281083	9.002851890378864	CJJ81176_0037-Campylobacter
13.748765210214133	12.460745436327066	13.658082622733733	13.542347285883867	13.725091287853633	12.5043609563219	13.802298728522867	13.648375085109032	12.944713983420266	12.633919133217534	11.584871006784166	12.440904948965034	CJJ81176_0038-Campylobacter
10.683534633169433	10.401633330968833	10.7009647723299	10.6766831779746	10.899926155045566	10.778180330620067	10.839722764914868	10.745004679895834	10.4793507160944	10.9298759767535	10.5663792591473	10.423909031352034	CJJ81176_0039-Campylobacter
6.3009146504848434	6.337910779351153	6.18230669891594	6.22398792765699	6.18738427727515	6.3119836748972435	6.3184416018285265	6.235047595768443	6.293802930079346	6.100826321803	6.209681270498853	6.2786975306359	CJJ81176_0040-Campylobacter
8.025748759982893	7.910649944418213	7.974234591758217	8.10342322202124	8.419268631062991	7.70646357700905	8.46567059118186	8.160707971791426	7.861129390009233	8.271520731265786	7.666396578550566	7.790392946065957	CJJ81176_0041-Campylobacter
9.279122133599193	8.86053137184612	9.499712087699374	9.20860965162836	9.646036576738018	9.543889765613256	9.427050377955833	9.262457632010433	9.09496230818039	9.389679819090963	8.7497514083565	8.928987657808097	CJJ81176_0042-Campylobacter
8.45569416744804	8.168220995833252	8.26066338019544	8.25139791378013	8.6825448688743	8.168708294230854	8.4010849935839	8.463055299254107	8.20920105403752	8.610851697052617	8.079172490645396	8.04439050768613	CJJ81176_0043-Campylobacter
11.0454152383239	11.1385168658865	10.578008541931334	10.665743295205433	10.891586729598	9.66142639358346	11.079284554887067	11.122222927861266	9.540609716702702	10.993388717131467	10.4970243560734	10.403423961492667	CJJ81176_0044-Campylobacter
6.4022901461557	6.711930293160203	6.421810459970843	6.38637726784376	6.461046612272387	6.5153208951195865	6.619550278162527	6.648357151424313	6.413293047657743	6.67003264141827	6.557270849744567	6.564966527732963	CJJ81176_0045-Campylobacter
11.272435655328234	11.0490524891374	10.8745373840716	11.0844893103985	11.2573407876652	11.442608376659399	11.208824467526034	11.264739704610033	11.354963754886533	11.475443704182734	11.158051987935	11.086415379340533	CJJ81176_0046-Campylobacter
10.265730734432967	10.1252477154657	10.034076248497676	10.2047071394545	10.339902183995	10.398510352412499	10.327887979808267	10.229272633318534	10.364892145108934	10.652400861599	10.107440016632264	10.110334926421066	CJJ81176_0047-Campylobacter
10.098859863492759	9.790902205338673	10.506856140310934	10.252860175024066	11.1681380610426	11.305624424209366	10.141716783585007	9.92734272206777	10.363592008766501	10.1862432029956	10.246732807923866	10.068350967093734	CJJ81176_0048-Campylobacter
7.6793850024597266	7.58602686161599	7.881653294774677	7.7731184308159635	7.89932896981599	7.8065916758331735	7.7272790723653335	7.76699793512234	7.529774090143727	7.822116935566407	7.65232986749659	7.62862265685178	CJJ81176_0049-Campylobacter
10.050348594034887	9.637904752422044	9.910571099114367	9.95572650060052	9.443610608539913	9.557813328542819	9.955713474752507	9.90720861189531	9.916005526877603	10.15677202634544	9.862206110206953	9.81143287966031	CJJ81176_0050-Campylobacter
